actual_purchase,VisitorType,segment,uplift_score,uplift_x,p_buy_no_disc,p_buy_with_disc,revenue_proxy,optimal_discount,expected_profit,optimal_discount_pct
0,Returning_Visitor,Lost Cause,-0.00927135732520439,0.009201582972265306,0.00927135732520439,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.0350420354074725,0.014539518328365858,0.048375368740805835,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.07851320498346333,0.009876575827895464,0.08457381104406939,0.006060606060606061,20.0,0.0,0.0,0
1,Returning_Visitor,Persuadable,0.20167571937708606,0.09239196504618291,0.5023072423072424,0.7039829616843285,28.725232083274385,0.05,11.807056499814323,5
0,Returning_Visitor,Lost Cause,-0.02472362823867163,0.01448698353504446,0.04411756763261102,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.02222867230790812,0.024998541645276887,0.041622611701847514,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.029117567632611027,0.0013794087499450804,0.04245090096594436,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.05010315925209542,0.03225008141138255,0.0,0.05010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.007800769089910273,0.014380339516827136,0.007800769089910273,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.02624178410157909,0.013308835708184325,0.007800769089910273,0.03404255319148936,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.029391390400791688,0.02040641186687914,0.004651162790697674,0.03404255319148936,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.12033443414088574,-0.061743933265435647,0.15972837353482514,0.03939393939393939,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.013283790975007936,0.012509321269815988,0.04245090096594436,0.029167109990936423,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.004651162790697674,0.019921015246639806,0.004651162790697674,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.035451996461397746,0.025816808013755816,0.004651162790697674,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.003233686744032096,-0.018856550462709575,0.010099646589301237,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.004420786143778655,0.021328438981784992,0.017754119477111988,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.04541063528246322,0.01976160642118093,0.051471241343069275,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.002450900965944358,0.016611563285423025,0.04245090096594436,0.04,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.005099646589301236,0.019462461526729813,0.018432979922634568,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.01572864267479561,0.012477425888446388,0.017604690658537724,0.03333333333333333,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.0038782489740082082,0.022611675783063848,0.006121751025991792,0.01,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.03078423429927769,0.022044677832085576,0.04411756763261102,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.012372373862028507,0.011794873324326043,0.018432979922634568,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.05206577448120357,-0.006261540519269906,0.07145971387514297,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.018432979922634568,0.011220055561289157,0.018432979922634568,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.00927135732520439,0.013525855754986384,0.00927135732520439,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.035451996461397746,0.027660522423959732,0.004651162790697674,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.012372373862028507,0.01689674264097353,0.018432979922634568,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.02451548803011331,0.019385032943321143,0.008211784697159422,0.03272727272727273,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.00923720187836033,0.04197222344162555,0.07267369446378909,0.06343649258542876,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.007800769089910273,0.01703862979154199,0.007800769089910273,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.020139364153290644,0.0047780729210151664,0.026199970213896705,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.0065273025133760244,0.01453888940080598,0.026199970213896705,0.03272727272727273,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.029391390400791688,0.027211331934986868,0.004651162790697674,0.03404255319148936,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.02022198777695175,0.029504654966324952,0.04466643222139619,0.024444444444444442,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.02180603081995731,0.007481402022114867,0.027866636880563372,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.022652258286151063,0.020853640591462316,0.04411756763261102,0.06676982591876209,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.006121751025991792,0.015536039304555023,0.006121751025991792,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.026199970213896705,0.01398563152911326,0.026199970213896705,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.035451996461397746,0.021659726633251875,0.004651162790697674,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.027782320640149783,0.009878860904970616,0.027782320640149783,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.04010315925209542,0.03301264949849209,0.0,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.022406096827977916,0.018561098306161997,0.025371680949799857,0.04777777777777777,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.038056961572004964,0.028858975912804355,0.04411756763261102,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.035451996461397746,0.02604093641922253,0.004651162790697674,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.0058742072870623385,0.03580857849151367,0.0659461236822048,0.07182033096926714,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.007800769089910273,0.011420982892096929,0.007800769089910273,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.02472362823867163,0.02060923644370429,0.04411756763261102,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.012372373862028507,0.015253568785618746,0.018432979922634568,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.012038347616466525,0.025404851372714546,0.025371680949799857,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.02472362823867163,0.015562903783697287,0.04411756763261102,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.005099646589301236,0.016822876357421676,0.018432979922634568,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.035451996461397746,0.026538013040547294,0.004651162790697674,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.0,0.01598942364355561,0.0,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.02472362823867163,0.014691123734216837,0.04411756763261102,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.030051984943273144,0.009042106957753582,0.04411756763261102,0.01406558268933788,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.010099646589301237,0.010706119937241194,0.010099646589301237,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.025413494837482245,0.02064119883978993,0.008629058354007119,0.03404255319148936,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.04902195396165489,0.00464254636265894,0.06841589335559428,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.010122582068735004,0.018211630879223284,0.00927135732520439,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.02938718482576885,0.008404616748173544,0.04272051815910218,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.015559588473900654,0.012439397396172582,0.03495352786784005,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.023056961572004965,0.01480909784345576,0.04245090096594436,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.023326578765162788,0.00836710515575897,0.04272051815910218,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.021943038427995047,0.012641662398250333,0.04411756763261102,0.06606060606060607,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.005099646589301236,0.011046585381804445,0.018432979922634568,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.02868217054263566,0.01581952080171428,0.004651162790697674,0.03333333333333333,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.006121751025991792,0.0204680991476128,0.006121751025991792,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.023892921807233986,0.0018302409279483435,0.06662019453450671,0.042727272727272725,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.038326578765162794,0.010137158495986339,0.04438718482576885,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.033091653600087284,0.006767195296166933,0.04245090096594436,0.009359247365857075,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.004651162790697674,0.012773680755333293,0.004651162790697674,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.0314741008980883,0.020694839267620314,0.008629058354007119,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.08367087224168951,0.03266520992566482,0.027038347616466528,0.11070921985815603,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.038056961572004964,0.00241245260155812,0.04411756763261102,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.016633088293039944,0.02279156410139857,0.02609418443423278,0.042727272727272725,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.00927135732520439,0.01139601244826954,0.00927135732520439,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.03777792534941274,0.0192254196940318,0.022222074650587263,0.06,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.014860635846709352,0.011971331766205183,0.027866636880563372,0.042727272727272725,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.029391390400791688,0.02510717253390535,0.004651162790697674,0.03404255319148936,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.03230239016218515,0.024103796532472074,0.007800769089910273,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.02938718482576885,0.002646364797348203,0.04272051815910218,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.12338892391319577,0.0029988615361761298,0.12944952997380182,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Persuadable,0.33317970005168646,0.11719268098161628,0.3906895617421933,0.7238692617938798,23.980866976365213,0.05,10.036667624222357,5
0,Returning_Visitor,Lost Cause,0.015688925110806204,0.033307185710891044,0.017038347616466526,0.03272727272727273,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.0286381155778165,-0.09730943671973424,0.0286381155778165,0.0,20.0,0.0,0.0,0
1,Returning_Visitor,Lost Cause,-0.0901483172021322,-0.07409608098526665,0.21817862023243523,0.12803030303030302,20.848848732784383,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.16066166686259686,0.03581581964942738,0.4057271557271557,0.5663888225897525,43.15166101441978,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.04010315925209542,0.025850488539899328,0.0,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.044592754849176325,-0.007014322405750249,0.12348379288915054,0.07889103803997422,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.008410573804499477,0.009988139361266843,0.00927135732520439,0.017681931129703867,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.00927135732520439,0.014583940964024765,0.00927135732520439,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.004651162790697674,0.010978656071323452,0.004651162790697674,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.035688925110806194,0.0173925014889542,0.017038347616466526,0.05272727272727272,20.0,0.0,0.0,0
1,New_Visitor,Lost Cause,-0.1164710544296838,0.04859627817689544,0.494327190948132,0.3778561365184482,29.624173534651224,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.017038347616466526,0.002104690703310063,0.017038347616466526,0.0,20.0,0.0,0.0,0
1,New_Visitor,Sure Thing,0.019007908702893372,-0.023599381179024385,0.9809920912971066,1.0,74.32186182267505,0.0,0.0,0
1,New_Visitor,Sure Thing,0.17548658843878362,-0.038442029152035234,0.667041847041847,0.8425284354806306,67.89291695335626,0.0,0.0,0
1,Returning_Visitor,Sure Thing,0.05049917861384845,-0.08720539939711071,0.722992884878215,0.7734920634920635,96.34757551672608,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.0006395514137418736,-0.0018275857480900123,0.006950040290088638,0.006310488876346765,20.0,0.0,0.0,0
0,New_Visitor,Lost Cause,0.0036734212348372083,0.01740091512827676,0.012387184825768852,0.01606060606060606,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.030122582068735,0.008734816428562407,0.00927135732520439,0.03939393939393939,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.019382641092993237,0.009419087755873043,0.020720518159102183,0.04010315925209542,20.0,0.0,0.0,0
0,New_Visitor,Lost Cause,0.0036734212348372083,0.0348354237560988,0.012387184825768852,0.01606060606060606,20.0,0.0,0.0,0
1,New_Visitor,Persuadable,0.15839240729722848,0.05544358194330984,0.6079567990519779,0.7663492063492063,36.81739034937593,0.05,16.536955182663,5
